period_start,period_end,pair_name,best_entry_time,best_entry_call_price,best_entry_put_price,best_entry_combined_price,minutes_to_end_at_entry,best_exit_time,best_exit_call_price,best_exit_put_price,best_exit_combined_price,minutes_to_end_at_exit,profit,profit_pct,holding_period_seconds
2025-12-18 15:15:00,2025-12-18 15:30:00,ETH_CALL+BTC_PUT,2025-12-18 15:15:38,0.6,0.38,0.98,14.37,2025-12-18 15:23:50,0.94,0.31,1.25,6.16,0.27,27.55,493
2025-12-18 15:15:00,2025-12-18 15:30:00,ETH_CALL+ETH_PUT,2025-12-18 15:15:04,0.52,0.49,1.01,14.92,2025-12-18 15:15:05,0.51,0.48,0.99,14.9,-0.02,-1.98,1
2025-12-18 15:15:00,2025-12-18 15:30:00,ETH_CALL+SOL_PUT,2025-12-18 15:18:19,0.56,0.22,0.78,11.67,2025-12-18 15:24:31,0.97,0.02,0.99,5.47,0.21,26.92,372
2025-12-18 15:15:00,2025-12-18 15:30:00,ETH_CALL+XRP_PUT,2025-12-18 15:17:38,0.53,0.43,0.96,12.36,2025-12-18 15:18:38,0.65,0.45,1.1,11.36,0.14,14.58,60
2025-12-18 15:15:00,2025-12-18 15:30:00,SOL_CALL+BTC_PUT,2025-12-18 15:15:38,0.5,0.38,0.88,14.37,2025-12-18 15:21:24,0.95,0.44,1.39,8.6,0.51,57.95,346
2025-12-18 15:15:00,2025-12-18 15:30:00,SOL_CALL+ETH_PUT,2025-12-18 15:15:46,0.55,0.36,0.91,14.23,2025-12-18 15:20:25,0.89,0.35,1.24,9.57,0.33,36.26,280
2025-12-18 15:15:00,2025-12-18 15:30:00,SOL_CALL+SOL_PUT,2025-12-18 15:15:09,0.47,0.54,1.01,14.83,2025-12-18 15:15:58,0.62,0.37,0.99,14.03,-0.02,-1.98,48
2025-12-18 15:15:00,2025-12-18 15:30:00,SOL_CALL+XRP_PUT,2025-12-18 15:15:01,0.5,0.46,0.96,14.97,2025-12-18 15:18:41,0.83,0.45,1.28,11.31,0.32,33.33,220
2025-12-18 15:15:00,2025-12-18 15:30:00,XRP_CALL+BTC_PUT,2025-12-18 15:15:38,0.53,0.38,0.91,14.37,2025-12-18 15:20:25,0.75,0.48,1.23,9.57,0.32,35.16,288
2025-12-18 15:15:00,2025-12-18 15:30:00,XRP_CALL+ETH_PUT,2025-12-18 15:18:38,0.55,0.35,0.9,11.36,2025-12-18 15:20:25,0.75,0.35,1.1,9.57,0.2,22.22,107
2025-12-18 15:15:00,2025-12-18 15:30:00,XRP_CALL+SOL_PUT,2025-12-18 15:18:41,0.55,0.17,0.7200000000000001,11.31,2025-12-18 15:24:35,0.96,0.03,0.99,5.4,0.27,37.5,354
2025-12-18 15:15:00,2025-12-18 15:30:00,XRP_CALL+XRP_PUT,2025-12-18 15:15:00,0.05,0.96,1.01,14.98,2025-12-18 15:15:49,0.59,0.4,0.99,14.18,-0.02,-1.98,48
2025-12-18 15:30:00,2025-12-18 15:45:00,BTC_CALL+BTC_PUT,2025-12-18 15:30:02,0.52,0.49,1.01,14.97,2025-12-18 15:30:03,0.54,0.45,0.99,14.95,-0.02,-1.98,1
2025-12-18 15:30:00,2025-12-18 15:45:00,BTC_CALL+ETH_PUT,2025-12-18 15:31:15,0.34,0.62,0.96,13.75,2025-12-18 15:36:19,0.79,0.44,1.23,8.68,0.27,28.13,304
2025-12-18 15:30:00,2025-12-18 15:45:00,BTC_CALL+SOL_PUT,2025-12-18 15:31:30,0.32,0.5,0.8200000000000001,13.49,2025-12-18 15:36:37,0.83,0.46,1.29,8.38,0.47,57.32,307
2025-12-18 15:30:00,2025-12-18 15:45:00,BTC_CALL+XRP_PUT,2025-12-18 15:31:00,0.24,0.65,0.89,14.0,2025-12-18 15:35:18,0.73,0.59,1.3199999999999998,9.7,0.43,48.31,258
2025-12-18 15:30:00,2025-12-18 15:45:00,ETH_CALL+BTC_PUT,2025-12-18 15:36:19,0.56,0.21,0.77,8.68,2025-12-18 15:43:13,0.98,0.0,0.98,1.78,0.21,27.27,414
2025-12-18 15:30:00,2025-12-18 15:45:00,ETH_CALL+ETH_PUT,2025-12-18 15:30:02,0.45,0.56,1.01,14.97,2025-12-18 15:30:03,0.48,0.51,0.99,14.95,-0.02,-1.98,1
2025-12-18 15:30:00,2025-12-18 15:45:00,ETH_CALL+SOL_PUT,2025-12-18 15:32:49,0.27,0.53,0.8,12.17,2025-12-18 15:44:53,0.96,0.5,1.46,0.11,0.66,82.5,724
2025-12-18 15:30:00,2025-12-18 15:45:00,ETH_CALL+XRP_PUT,2025-12-18 15:36:00,0.44,0.27,0.71,9.0,2025-12-18 15:40:05,0.96,0.02,0.98,4.9,0.27,38.03,246
2025-12-18 15:30:00,2025-12-18 15:45:00,SOL_CALL+BTC_PUT,2025-12-18 15:41:05,0.62,0.01,0.63,3.92,2025-12-18 15:44:00,0.98,0.0,0.98,0.99,0.35,55.56,175
2025-12-18 15:30:00,2025-12-18 15:45:00,SOL_CALL+ETH_PUT,2025-12-18 15:41:05,0.62,0.12,0.74,3.92,2025-12-18 15:44:00,0.98,0.0,0.98,0.99,0.24,32.43,175
2025-12-18 15:30:00,2025-12-18 15:45:00,SOL_CALL+SOL_PUT,2025-12-18 15:30:02,0.49,0.52,1.01,14.97,2025-12-18 15:30:11,0.63,0.36,0.99,14.82,-0.02,-1.98,9
2025-12-18 15:30:00,2025-12-18 15:45:00,SOL_CALL+XRP_PUT,2025-12-18 15:41:05,0.62,0.06,0.6799999999999999,3.92,2025-12-18 15:44:00,0.98,0.0,0.98,0.99,0.3,44.12,175
2025-12-18 15:30:00,2025-12-18 15:45:00,XRP_CALL+BTC_PUT,2025-12-18 15:35:18,0.41,0.27,0.6799999999999999,9.7,2025-12-18 15:35:40,0.79,0.28,1.07,9.33,0.39,57.35,22
2025-12-18 15:30:00,2025-12-18 15:45:00,XRP_CALL+ETH_PUT,2025-12-18 15:34:25,0.31,0.6,0.9099999999999999,10.57,2025-12-18 15:36:00,0.73,0.56,1.29,9.0,0.38,41.76,94
2025-12-18 15:30:00,2025-12-18 15:45:00,XRP_CALL+SOL_PUT,2025-12-18 15:32:14,0.36,0.49,0.85,12.76,2025-12-18 15:41:05,0.94,0.38,1.3199999999999998,3.92,0.47,55.29,531
2025-12-18 15:30:00,2025-12-18 15:45:00,XRP_CALL+XRP_PUT,2025-12-18 15:30:09,0.56,0.45,1.01,14.85,2025-12-18 15:30:10,0.55,0.44,0.99,14.83,-0.02,-1.98,1
2025-12-18 15:45:00,2025-12-18 16:00:00,BTC_CALL+BTC_PUT,2025-12-18 15:45:34,0.45,0.55,1.0,14.42,2025-12-18 15:45:35,0.45,0.54,0.99,14.41,-0.01,-1.0,1
2025-12-18 15:45:00,2025-12-18 16:00:00,BTC_CALL+ETH_PUT,2025-12-18 15:50:34,0.14,0.61,0.75,9.43,2025-12-18 15:56:06,0.01,0.97,0.98,3.89,0.23,30.67,332
2025-12-18 15:45:00,2025-12-18 16:00:00,BTC_CALL+SOL_PUT,2025-12-18 15:52:43,0.1,0.71,0.8099999999999999,7.27,2025-12-18 15:56:02,0.01,0.96,0.97,3.96,0.16,19.75,199
2025-12-18 15:45:00,2025-12-18 16:00:00,BTC_CALL+XRP_PUT,2025-12-18 15:51:09,0.1,0.6,0.7,8.84,2025-12-18 15:57:51,0.0,0.998,0.998,2.14,0.298,42.57,402
2025-12-18 15:45:00,2025-12-18 16:00:00,ETH_CALL+BTC_PUT,2025-12-18 15:45:04,0.4,0.56,0.9600000000000001,14.93,2025-12-18 15:50:34,0.39,0.86,1.25,9.43,0.29,30.21,330
2025-12-18 15:45:00,2025-12-18 16:00:00,ETH_CALL+ETH_PUT,2025-12-18 15:45:01,0.45,0.56,1.01,14.98,2025-12-18 15:45:04,0.39,0.6,0.99,14.93,-0.02,-1.98,3
2025-12-18 15:45:00,2025-12-18 16:00:00,ETH_CALL+SOL_PUT,2025-12-18 15:46:23,0.36,0.53,0.89,13.61,2025-12-18 15:50:36,0.4,0.71,1.1099999999999999,9.39,0.22,24.72,253
2025-12-18 15:45:00,2025-12-18 16:00:00,ETH_CALL+XRP_PUT,2025-12-18 15:45:04,0.4,0.53,0.93,14.93,2025-12-18 15:48:50,0.33,0.76,1.09,11.16,0.16,17.2,226
2025-12-18 15:45:00,2025-12-18 16:00:00,SOL_CALL+BTC_PUT,2025-12-18 15:45:06,0.44,0.53,0.97,14.89,2025-12-18 15:49:13,0.36,0.83,1.19,10.78,0.22,22.68,247
2025-12-18 15:45:00,2025-12-18 16:00:00,SOL_CALL+ETH_PUT,2025-12-18 15:46:15,0.4,0.54,0.9400000000000001,13.74,2025-12-18 15:46:23,0.47,0.64,1.1099999999999999,13.61,0.17,18.09,8
2025-12-18 15:45:00,2025-12-18 16:00:00,SOL_CALL+SOL_PUT,2025-12-18 15:45:07,0.48,0.53,1.01,14.88,2025-12-18 15:45:08,0.48,0.51,0.99,14.86,-0.02,-1.98,1
2025-12-18 15:45:00,2025-12-18 16:00:00,SOL_CALL+XRP_PUT,2025-12-18 15:50:33,0.29,0.6,0.8899999999999999,9.44,2025-12-18 15:52:43,0.29,0.79,1.08,7.27,0.19,21.35,130
2025-12-18 15:45:00,2025-12-18 16:00:00,XRP_CALL+BTC_PUT,2025-12-18 15:45:14,0.42,0.53,0.95,14.76,2025-12-18 15:51:09,0.4,0.9,1.3,8.84,0.35,36.84,355
2025-12-18 15:45:00,2025-12-18 16:00:00,XRP_CALL+ETH_PUT,2025-12-18 15:48:50,0.24,0.67,0.91,11.16,2025-12-18 15:54:13,0.23,0.87,1.1,5.78,0.19,20.88,323
2025-12-18 15:45:00,2025-12-18 16:00:00,XRP_CALL+SOL_PUT,2025-12-18 15:47:30,0.24,0.62,0.86,12.49,2025-12-18 15:54:50,0.26,0.9,1.1600000000000001,5.16,0.3,34.88,439
2025-12-18 15:45:00,2025-12-18 16:00:00,XRP_CALL+XRP_PUT,2025-12-18 15:57:04,0.011,0.99,1.001,2.92,2025-12-18 15:57:05,0.01,0.989,0.999,2.91,-0.002,-0.2,1
2025-12-18 16:00:00,2025-12-18 16:15:00,BTC_CALL+ETH_PUT,2025-12-18 16:09:35,0.38,0.59,0.97,5.41,2025-12-18 16:10:15,0.46,0.62,1.08,4.74,0.11,11.34,40
2025-12-18 16:00:00,2025-12-18 16:15:00,BTC_CALL+SOL_PUT,2025-12-18 16:08:09,0.48,0.58,1.06,6.85,2025-12-18 16:10:14,0.46,0.8,1.26,4.76,0.2,18.87,125
2025-12-18 16:00:00,2025-12-18 16:15:00,BTC_CALL+XRP_PUT,2025-12-18 16:09:01,0.44,0.47,0.9099999999999999,5.98,2025-12-18 16:12:20,0.38,0.73,1.1099999999999999,2.65,0.2,21.98,200
2025-12-18 16:00:00,2025-12-18 16:15:00,ETH_CALL+BTC_PUT,2025-12-18 16:07:29,0.29,0.59,0.8799999999999999,7.51,2025-12-18 16:12:25,0.36,0.71,1.0699999999999998,2.57,0.19,21.59,297
2025-12-18 16:00:00,2025-12-18 16:15:00,ETH_CALL+SOL_PUT,2025-12-18 16:08:07,0.42,0.58,1.0,6.88,2025-12-18 16:09:36,0.41,0.81,1.22,5.39,0.22,22.0,89
2025-12-18 16:00:00,2025-12-18 16:15:00,ETH_CALL+XRP_PUT,2025-12-18 16:07:24,0.27,0.59,0.86,7.6,2025-12-18 16:09:36,0.41,0.71,1.1199999999999999,5.39,0.26,30.23,132
2025-12-18 16:00:00,2025-12-18 16:15:00,SOL_CALL+BTC_PUT,2025-12-18 16:07:36,0.22,0.52,0.74,7.4,2025-12-18 16:12:59,0.21,0.79,1.0,2.02,0.26,35.14,323
2025-12-18 16:00:00,2025-12-18 16:15:00,SOL_CALL+ETH_PUT,2025-12-18 16:09:36,0.19,0.59,0.78,5.39,2025-12-18 16:12:59,0.21,0.81,1.02,2.02,0.24,30.77,203
2025-12-18 16:00:00,2025-12-18 16:15:00,SOL_CALL+XRP_PUT,2025-12-18 16:09:15,0.29,0.47,0.76,5.74,2025-12-18 16:14:03,0.0,0.98,0.98,0.95,0.22,28.95,288
2025-12-18 16:00:00,2025-12-18 16:15:00,XRP_CALL+BTC_PUT,2025-12-18 16:09:42,0.29,0.6,0.8899999999999999,5.29,2025-12-18 16:12:51,0.35,0.72,1.0699999999999998,2.15,0.18,20.22,189
2025-12-18 16:00:00,2025-12-18 16:15:00,XRP_CALL+ETH_PUT,2025-12-18 16:09:36,0.29,0.59,0.8799999999999999,5.39,2025-12-18 16:10:36,0.25,0.84,1.0899999999999999,4.39,0.21,23.86,60
2025-12-18 16:00:00,2025-12-18 16:15:00,XRP_CALL+SOL_PUT,2025-12-18 16:08:07,0.44,0.58,1.02,6.88,2025-12-18 16:09:15,0.53,0.71,1.24,5.74,0.22,21.57,68
2025-12-18 16:15:00,2025-12-18 16:30:00,BTC_CALL+ETH_PUT,2025-12-18 16:16:13,0.52,0.43,0.95,13.78,2025-12-18 16:25:41,0.42,0.88,1.3,4.3,0.35,36.84,569
2025-12-18 16:15:00,2025-12-18 16:30:00,BTC_CALL+SOL_PUT,2025-12-18 16:15:42,0.52,0.46,0.98,14.3,2025-12-18 16:19:21,0.64,0.66,1.3,10.64,0.32,32.65,220
2025-12-18 16:15:00,2025-12-18 16:30:00,BTC_CALL+XRP_PUT,2025-12-18 16:23:53,0.25,0.57,0.82,6.11,2025-12-18 16:25:45,0.43,0.75,1.18,4.24,0.36,43.9,112
2025-12-18 16:15:00,2025-12-18 16:30:00,ETH_CALL+BTC_PUT,2025-12-18 16:25:39,0.12,0.59,0.71,4.34,2025-12-18 16:27:22,0.01,0.98,0.99,2.63,0.28,39.44,102
2025-12-18 16:15:00,2025-12-18 16:30:00,ETH_CALL+SOL_PUT,2025-12-18 16:17:33,0.61,0.3,0.9099999999999999,12.44,2025-12-18 16:19:47,0.35,0.75,1.1,10.2,0.19,20.88,134
2025-12-18 16:15:00,2025-12-18 16:30:00,ETH_CALL+XRP_PUT,2025-12-18 16:23:54,0.14,0.57,0.71,6.09,2025-12-18 16:27:36,0.01,0.98,0.99,2.4,0.28,39.44,222
2025-12-18 16:15:00,2025-12-18 16:30:00,SOL_CALL+BTC_PUT,2025-12-18 16:19:21,0.34,0.36,0.7,10.64,2025-12-18 16:26:24,0.23,0.85,1.08,3.59,0.38,54.29,423
2025-12-18 16:15:00,2025-12-18 16:30:00,SOL_CALL+ETH_PUT,2025-12-18 16:19:47,0.25,0.65,0.9,10.2,2025-12-18 16:26:30,0.22,0.95,1.17,3.49,0.27,30.0,403
2025-12-18 16:15:00,2025-12-18 16:30:00,SOL_CALL+XRP_PUT,2025-12-18 16:23:53,0.16,0.57,0.73,6.11,2025-12-18 16:26:21,0.22,0.86,1.08,3.64,0.35,47.95,148
2025-12-18 16:15:00,2025-12-18 16:30:00,XRP_CALL+BTC_PUT,2025-12-18 16:18:23,0.52,0.29,0.81,11.61,2025-12-18 16:23:53,0.43,0.75,1.18,6.11,0.37,45.68,330
2025-12-18 16:15:00,2025-12-18 16:30:00,XRP_CALL+ETH_PUT,2025-12-18 16:18:22,0.52,0.42,0.94,11.63,2025-12-18 16:23:54,0.43,0.86,1.29,6.09,0.35,37.23,332
2025-12-18 16:15:00,2025-12-18 16:30:00,XRP_CALL+SOL_PUT,2025-12-18 16:15:16,0.53,0.45,0.98,14.72,2025-12-18 16:23:53,0.43,0.84,1.27,6.11,0.29,29.59,516
2025-12-18 16:30:00,2025-12-18 16:45:00,BTC_CALL+ETH_PUT,2025-12-18 16:30:03,0.01,0.47,0.48,14.95,2025-12-18 16:31:13,0.59,0.43,1.02,13.78,0.54,112.5,70
2025-12-18 16:30:00,2025-12-18 16:45:00,BTC_CALL+SOL_PUT,2025-12-18 16:30:02,0.01,0.49,0.5,14.97,2025-12-18 16:31:20,0.64,0.57,1.21,13.66,0.71,142.0,78
2025-12-18 16:30:00,2025-12-18 16:45:00,BTC_CALL+XRP_PUT,2025-12-18 16:30:02,0.01,0.47,0.48,14.97,2025-12-18 16:35:03,0.6,0.6,1.2,9.93,0.72,150.0,302
2025-12-18 16:30:00,2025-12-18 16:45:00,ETH_CALL+BTC_PUT,2025-12-18 16:31:13,0.57,0.41,0.98,13.78,2025-12-18 16:36:22,0.85,0.37,1.22,8.63,0.24,24.49,309
2025-12-18 16:30:00,2025-12-18 16:45:00,ETH_CALL+SOL_PUT,2025-12-18 16:30:01,0.01,0.99,1.0,14.98,2025-12-18 16:34:12,0.66,0.56,1.2200000000000002,10.79,0.22,22.0,252
2025-12-18 16:30:00,2025-12-18 16:45:00,ETH_CALL+XRP_PUT,2025-12-18 16:30:01,0.01,0.99,1.0,14.98,2025-12-18 16:34:12,0.66,0.6,1.26,10.79,0.26,26.0,252
2025-12-18 16:30:00,2025-12-18 16:45:00,SOL_CALL+BTC_PUT,2025-12-18 16:31:20,0.43,0.36,0.79,13.66,2025-12-18 16:37:19,0.83,0.37,1.2,7.68,0.41,51.9,359
2025-12-18 16:30:00,2025-12-18 16:45:00,SOL_CALL+ETH_PUT,2025-12-18 16:30:01,0.01,0.99,1.0,14.98,2025-12-18 16:30:02,0.51,0.98,1.49,14.97,0.49,49.0,1
2025-12-18 16:30:00,2025-12-18 16:45:00,SOL_CALL+XRP_PUT,2025-12-18 16:31:07,0.43,0.54,0.97,13.88,2025-12-18 16:36:50,0.77,0.4,1.17,8.16,0.2,20.62,343
2025-12-18 16:30:00,2025-12-18 16:45:00,XRP_CALL+BTC_PUT,2025-12-18 16:33:31,0.47,0.32,0.79,11.47,2025-12-18 16:37:19,0.73,0.37,1.1,7.68,0.31,39.24,228
2025-12-18 16:30:00,2025-12-18 16:45:00,XRP_CALL+ETH_PUT,2025-12-18 16:30:01,0.01,0.99,1.0,14.98,2025-12-18 16:30:02,0.53,0.98,1.51,14.97,0.51,51.0,1
2025-12-18 16:30:00,2025-12-18 16:45:00,XRP_CALL+SOL_PUT,2025-12-18 16:36:50,0.6,0.23,0.83,8.16,2025-12-18 16:37:43,0.79,0.23,1.02,7.28,0.19,22.89,53
2025-12-18 16:45:00,2025-12-18 17:00:00,BTC_CALL+ETH_PUT,2025-12-18 16:54:02,0.17,0.54,0.7100000000000001,5.95,2025-12-18 16:57:42,0.0,0.98,0.98,2.29,0.27,38.03,220
2025-12-18 16:45:00,2025-12-18 17:00:00,BTC_CALL+SOL_PUT,2025-12-18 16:54:39,0.16,0.4,0.56,5.34,2025-12-18 16:58:03,0.0,0.98,0.98,1.94,0.42,75.0,204
2025-12-18 16:45:00,2025-12-18 17:00:00,BTC_CALL+XRP_PUT,2025-12-18 16:45:01,0.51,0.01,0.52,14.98,2025-12-18 16:47:57,0.53,0.57,1.1,12.04,0.58,111.54,177
2025-12-18 16:45:00,2025-12-18 17:00:00,ETH_CALL+BTC_PUT,2025-12-18 16:45:01,0.45,0.52,0.97,14.98,2025-12-18 16:54:02,0.46,0.83,1.29,5.95,0.32,32.99,542
2025-12-18 16:45:00,2025-12-18 17:00:00,ETH_CALL+SOL_PUT,2025-12-18 16:56:23,0.2,0.54,0.74,3.61,2025-12-18 16:58:03,0.01,0.98,0.99,1.94,0.25,33.78,100
2025-12-18 16:45:00,2025-12-18 17:00:00,ETH_CALL+XRP_PUT,2025-12-18 16:45:01,0.45,0.01,0.46,14.98,2025-12-18 16:54:20,0.51,0.73,1.24,5.65,0.78,169.57,560
2025-12-18 16:45:00,2025-12-18 17:00:00,SOL_CALL+BTC_PUT,2025-12-18 16:47:54,0.37,0.57,0.94,12.09,2025-12-18 16:54:39,0.6,0.84,1.44,5.34,0.5,53.19,405
2025-12-18 16:45:00,2025-12-18 17:00:00,SOL_CALL+ETH_PUT,2025-12-18 16:47:55,0.37,0.52,0.89,12.07,2025-12-18 16:56:23,0.46,0.8,1.26,3.61,0.37,41.57,507
2025-12-18 16:45:00,2025-12-18 17:00:00,SOL_CALL+XRP_PUT,2025-12-18 16:45:01,0.49,0.01,0.5,14.98,2025-12-18 16:54:38,0.61,0.74,1.35,5.35,0.85,170.0,578
2025-12-18 16:45:00,2025-12-18 17:00:00,XRP_CALL+BTC_PUT,2025-12-18 16:47:57,0.43,0.47,0.8999999999999999,12.04,2025-12-18 16:55:03,0.23,0.93,1.1600000000000001,4.93,0.26,28.89,426
2025-12-18 16:45:00,2025-12-18 17:00:00,XRP_CALL+ETH_PUT,2025-12-18 16:54:21,0.27,0.49,0.76,5.64,2025-12-18 16:56:40,0.1,0.91,1.01,3.33,0.25,32.89,138
2025-12-18 16:45:00,2025-12-18 17:00:00,XRP_CALL+SOL_PUT,2025-12-18 16:54:38,0.26,0.39,0.65,5.35,2025-12-18 16:58:03,0.0,0.98,0.98,1.94,0.33,50.77,205
2025-12-18 17:00:00,2025-12-18 17:15:00,BTC_CALL+ETH_PUT,2025-12-18 17:01:41,0.32,0.6,0.9199999999999999,13.3,2025-12-18 17:05:47,0.04,0.96,1.0,9.21,0.08,8.7,246
2025-12-18 17:00:00,2025-12-18 17:15:00,BTC_CALL+SOL_PUT,2025-12-18 17:03:01,0.15,0.73,0.88,11.97,2025-12-18 17:03:31,0.13,0.87,1.0,11.48,0.12,13.64,29
2025-12-18 17:00:00,2025-12-18 17:15:00,BTC_CALL+XRP_PUT,2025-12-18 17:02:07,0.25,0.63,0.88,12.87,2025-12-18 17:03:37,0.12,0.9,1.02,11.38,0.14,15.91,89
2025-12-18 17:00:00,2025-12-18 17:15:00,ETH_CALL+BTC_PUT,2025-12-18 17:00:24,0.45,0.52,0.97,14.59,2025-12-18 17:01:13,0.36,0.73,1.0899999999999999,13.77,0.12,12.37,49
2025-12-18 17:00:00,2025-12-18 17:15:00,ETH_CALL+SOL_PUT,2025-12-18 17:00:01,0.53,0.47,1.0,14.98,2025-12-18 17:01:40,0.4,0.7,1.1,13.32,0.1,10.0,99
2025-12-18 17:00:00,2025-12-18 17:15:00,ETH_CALL+XRP_PUT,2025-12-18 17:00:41,0.41,0.53,0.94,14.31,2025-12-18 17:03:49,0.21,0.88,1.09,11.18,0.15,15.96,188
2025-12-18 17:00:00,2025-12-18 17:15:00,SOL_CALL+BTC_PUT,2025-12-18 17:00:24,0.45,0.52,0.97,14.59,2025-12-18 17:03:01,0.27,0.85,1.12,11.97,0.15,15.46,157
2025-12-18 17:00:00,2025-12-18 17:15:00,SOL_CALL+ETH_PUT,2025-12-18 17:01:40,0.3,0.6,0.8999999999999999,13.32,2025-12-18 17:03:02,0.27,0.78,1.05,11.95,0.15,16.67,82
2025-12-18 17:00:00,2025-12-18 17:15:00,SOL_CALL+XRP_PUT,2025-12-18 17:01:37,0.3,0.61,0.9099999999999999,13.37,2025-12-18 17:03:02,0.27,0.87,1.1400000000000001,11.95,0.23,25.27,85
2025-12-18 17:00:00,2025-12-18 17:15:00,XRP_CALL+BTC_PUT,2025-12-18 17:00:11,0.54,0.46,1.0,14.81,2025-12-18 17:02:07,0.37,0.75,1.12,12.87,0.12,12.0,116
2025-12-18 17:00:00,2025-12-18 17:15:00,XRP_CALL+ETH_PUT,2025-12-18 17:03:49,0.12,0.79,0.91,11.18,2025-12-18 17:07:11,0.02,0.98,1.0,7.8,0.09,9.89,203
2025-12-18 17:00:00,2025-12-18 17:15:00,XRP_CALL+SOL_PUT,2025-12-18 17:03:02,0.13,0.73,0.86,11.95,2025-12-18 17:07:11,0.02,0.97,0.99,7.8,0.13,15.12,249
2025-12-18 17:15:00,2025-12-18 17:30:00,BTC_CALL+ETH_PUT,2025-12-18 17:15:20,0.42,0.49,0.9099999999999999,14.67,2025-12-18 17:19:41,0.43,0.77,1.2,10.3,0.29,31.87,262
2025-12-18 17:15:00,2025-12-18 17:30:00,BTC_CALL+SOL_PUT,2025-12-18 17:17:09,0.23,0.72,0.95,12.84,2025-12-18 17:21:38,0.26,0.9,1.1600000000000001,8.36,0.21,22.11,269
2025-12-18 17:15:00,2025-12-18 17:30:00,BTC_CALL+XRP_PUT,2025-12-18 17:15:20,0.42,0.56,0.98,14.67,2025-12-18 17:19:33,0.36,0.89,1.25,10.44,0.27,27.55,254
2025-12-18 17:15:00,2025-12-18 17:30:00,ETH_CALL+BTC_PUT,2025-12-18 17:15:01,0.01,0.46,0.47000000000000003,14.97,2025-12-18 17:15:19,0.51,0.58,1.0899999999999999,14.68,0.62,131.91,17
2025-12-18 17:15:00,2025-12-18 17:30:00,ETH_CALL+SOL_PUT,2025-12-18 17:15:01,0.01,0.48,0.49,14.97,2025-12-18 17:15:27,0.46,0.7,1.16,14.55,0.67,136.73,25
2025-12-18 17:15:00,2025-12-18 17:30:00,ETH_CALL+XRP_PUT,2025-12-18 17:15:01,0.01,0.49,0.5,14.97,2025-12-18 17:15:26,0.48,0.68,1.1600000000000001,14.57,0.66,132.0,24
2025-12-18 17:15:00,2025-12-18 17:30:00,SOL_CALL+BTC_PUT,2025-12-18 17:15:29,0.3,0.59,0.8899999999999999,14.52,2025-12-18 17:17:09,0.28,0.77,1.05,12.84,0.16,17.98,100
2025-12-18 17:15:00,2025-12-18 17:30:00,SOL_CALL+ETH_PUT,2025-12-18 17:15:27,0.3,0.54,0.8400000000000001,14.55,2025-12-18 17:17:09,0.28,0.83,1.1099999999999999,12.84,0.27,32.14,102
2025-12-18 17:15:00,2025-12-18 17:30:00,SOL_CALL+XRP_PUT,2025-12-18 17:15:20,0.42,0.56,0.98,14.67,2025-12-18 17:19:33,0.23,0.89,1.12,10.44,0.14,14.29,254
2025-12-18 17:15:00,2025-12-18 17:30:00,XRP_CALL+BTC_PUT,2025-12-18 17:19:33,0.11,0.64,0.75,10.44,2025-12-18 17:24:43,0.01,0.98,0.99,5.27,0.24,32.0,310
2025-12-18 17:15:00,2025-12-18 17:30:00,XRP_CALL+ETH_PUT,2025-12-18 17:15:26,0.32,0.53,0.8500000000000001,14.57,2025-12-18 17:21:38,0.15,0.92,1.07,8.36,0.22,25.88,372
2025-12-18 17:15:00,2025-12-18 17:30:00,XRP_CALL+SOL_PUT,2025-12-18 17:19:33,0.11,0.77,0.88,10.44,2025-12-18 17:21:38,0.15,0.9,1.05,8.36,0.17,19.32,124
2025-12-18 17:30:00,2025-12-18 17:45:00,BTC_CALL+ETH_PUT,2025-12-18 17:30:35,0.34,0.49,0.8300000000000001,14.41,2025-12-18 17:40:02,0.89,0.25,1.1400000000000001,4.95,0.31,37.35,568
2025-12-18 17:30:00,2025-12-18 17:45:00,BTC_CALL+SOL_PUT,2025-12-18 17:31:39,0.42,0.53,0.95,13.34,2025-12-18 17:34:53,0.81,0.35,1.1600000000000001,10.12,0.21,22.11,194
2025-12-18 17:30:00,2025-12-18 17:45:00,BTC_CALL+XRP_PUT,2025-12-18 17:30:01,0.01,0.47,0.48,14.98,2025-12-18 17:37:03,0.75,0.36,1.1099999999999999,7.94,0.63,131.25,422
2025-12-18 17:30:00,2025-12-18 17:45:00,ETH_CALL+BTC_PUT,2025-12-18 17:30:01,0.01,0.99,1.0,14.98,2025-12-18 17:30:35,0.51,0.66,1.17,14.41,0.17,17.0,34
2025-12-18 17:30:00,2025-12-18 17:45:00,ETH_CALL+SOL_PUT,2025-12-18 17:30:01,0.01,0.99,1.0,14.98,2025-12-18 17:35:32,0.8,0.38,1.1800000000000002,9.46,0.18,18.0,331
2025-12-18 17:30:00,2025-12-18 17:45:00,ETH_CALL+XRP_PUT,2025-12-18 17:30:01,0.01,0.47,0.48,14.98,2025-12-18 17:32:25,0.57,0.57,1.14,12.57,0.66,137.5,144
2025-12-18 17:30:00,2025-12-18 17:45:00,SOL_CALL+BTC_PUT,2025-12-18 17:34:53,0.65,0.19,0.8400000000000001,10.12,2025-12-18 17:41:35,0.98,0.01,0.99,3.41,0.15,17.86,402
