timestamp,timestamp_ms,call_bid,call_ask,call_mid,put_bid,put_ask,put_mid,seconds_to_expiry
2026-02-02T11:45:00.841888,1770032700841,0.430000,0.450000,0.440000,0.000000,0.010000,0.005000,899.2
2026-02-02T11:45:01.842265,1770032701842,0.440000,0.450000,0.445000,0.550000,0.560000,0.555000,898.2
2026-02-02T11:45:02.842648,1770032702842,0.440000,0.450000,0.445000,0.550000,0.560000,0.555000,897.2
2026-02-02T11:45:03.842935,1770032703842,0.440000,0.450000,0.445000,0.550000,0.560000,0.555000,896.2
2026-02-02T11:45:04.843224,1770032704843,0.440000,0.450000,0.445000,0.550000,0.560000,0.555000,895.2
2026-02-02T11:45:05.843534,1770032705843,0.440000,0.450000,0.445000,0.550000,0.560000,0.555000,894.2
2026-02-02T11:45:06.843796,1770032706843,0.440000,0.450000,0.445000,0.550000,0.560000,0.555000,893.2
2026-02-02T11:45:07.844097,1770032707844,0.450000,0.460000,0.455000,0.540000,0.550000,0.545000,892.2
2026-02-02T11:45:08.844355,1770032708844,0.450000,0.460000,0.455000,0.540000,0.550000,0.545000,891.2
2026-02-02T11:45:09.844634,1770032709844,0.450000,0.450000,0.450000,0.550000,0.560000,0.555000,890.2
2026-02-02T11:45:10.844935,1770032710844,0.440000,0.450000,0.445000,0.550000,0.560000,0.555000,889.2
2026-02-02T11:45:11.845194,1770032711845,0.440000,0.450000,0.445000,0.550000,0.560000,0.555000,888.2
2026-02-02T11:45:12.845447,1770032712845,0.450000,0.460000,0.455000,0.540000,0.550000,0.545000,887.2
2026-02-02T11:45:13.845695,1770032713845,0.450000,0.460000,0.455000,0.540000,0.550000,0.545000,886.2
2026-02-02T11:45:14.846038,1770032714846,0.450000,0.460000,0.455000,0.540000,0.550000,0.545000,885.2
2026-02-02T11:45:15.846296,1770032715846,0.460000,0.470000,0.465000,0.530000,0.540000,0.535000,884.2
2026-02-02T11:45:16.846575,1770032716846,0.470000,0.480000,0.475000,0.520000,0.530000,0.525000,883.2
2026-02-02T11:45:17.846925,1770032717846,0.470000,0.480000,0.475000,0.520000,0.530000,0.525000,882.2
2026-02-02T11:45:18.847186,1770032718847,0.470000,0.480000,0.475000,0.520000,0.530000,0.525000,881.2
2026-02-02T11:45:19.847441,1770032719847,0.470000,0.480000,0.475000,0.520000,0.530000,0.525000,880.2
2026-02-02T11:45:20.847715,1770032720847,0.470000,0.480000,0.475000,0.520000,0.530000,0.525000,879.2
2026-02-02T11:45:21.848235,1770032721848,0.470000,0.480000,0.475000,0.520000,0.530000,0.525000,878.2
2026-02-02T11:45:22.848506,1770032722848,0.470000,0.480000,0.475000,0.520000,0.530000,0.525000,877.2
2026-02-02T11:45:23.848786,1770032723848,0.470000,0.480000,0.475000,0.520000,0.530000,0.525000,876.2
2026-02-02T11:45:24.849046,1770032724849,0.470000,0.480000,0.475000,0.520000,0.530000,0.525000,875.2
2026-02-02T11:45:25.849382,1770032725849,0.470000,0.480000,0.475000,0.520000,0.530000,0.525000,874.2
2026-02-02T11:45:26.849730,1770032726849,0.470000,0.480000,0.475000,0.520000,0.530000,0.525000,873.2
2026-02-02T11:45:27.850049,1770032727850,0.470000,0.480000,0.475000,0.520000,0.530000,0.525000,872.1
2026-02-02T11:45:28.850309,1770032728850,0.470000,0.480000,0.475000,0.520000,0.530000,0.525000,871.1
2026-02-02T11:45:29.850564,1770032729850,0.430000,0.430000,0.430000,0.550000,0.560000,0.555000,870.1
2026-02-02T11:45:30.850825,1770032730850,0.420000,0.430000,0.425000,0.570000,0.580000,0.575000,869.1
2026-02-02T11:45:31.851107,1770032731851,0.410000,0.420000,0.415000,0.570000,0.580000,0.575000,868.1
2026-02-02T11:45:32.851375,1770032732851,0.390000,0.400000,0.395000,0.600000,0.610000,0.605000,867.1
2026-02-02T11:45:33.851661,1770032733851,0.390000,0.400000,0.395000,0.600000,0.610000,0.605000,866.1
2026-02-02T11:45:34.852005,1770032734852,0.390000,0.400000,0.395000,0.600000,0.610000,0.605000,865.1
2026-02-02T11:45:35.852269,1770032735852,0.390000,0.400000,0.395000,0.600000,0.610000,0.605000,864.1
2026-02-02T11:45:36.852521,1770032736852,0.390000,0.400000,0.395000,0.610000,0.620000,0.615000,863.1
2026-02-02T11:45:37.852783,1770032737852,0.380000,0.390000,0.385000,0.610000,0.620000,0.615000,862.1
2026-02-02T11:45:38.853050,1770032738853,0.380000,0.390000,0.385000,0.610000,0.620000,0.615000,861.1
