timestamp,timestamp_ms,call_bid,call_ask,call_mid,put_bid,put_ask,put_mid,seconds_to_expiry
2026-02-02T13:45:00.968735,1770039900968,0.490000,0.500000,0.495000,0.500000,0.510000,0.505000,899.0
2026-02-02T13:45:01.969003,1770039901969,0.500000,0.510000,0.505000,0.490000,0.500000,0.495000,898.0
2026-02-02T13:45:02.969250,1770039902969,0.500000,0.510000,0.505000,0.490000,0.500000,0.495000,897.0
2026-02-02T13:45:03.969578,1770039903969,0.500000,0.510000,0.505000,0.490000,0.500000,0.495000,896.0
2026-02-02T13:45:04.969932,1770039904969,0.500000,0.510000,0.505000,0.490000,0.500000,0.495000,895.0
2026-02-02T13:45:05.970226,1770039905970,0.510000,0.520000,0.515000,0.480000,0.490000,0.485000,894.0
2026-02-02T13:45:06.970484,1770039906970,0.520000,0.530000,0.525000,0.470000,0.480000,0.475000,893.0
2026-02-02T13:45:07.970736,1770039907970,0.520000,0.530000,0.525000,0.470000,0.480000,0.475000,892.0
2026-02-02T13:45:08.970981,1770039908970,0.520000,0.530000,0.525000,0.470000,0.480000,0.475000,891.0
2026-02-02T13:45:09.971224,1770039909971,0.520000,0.530000,0.525000,0.470000,0.480000,0.475000,890.0
2026-02-02T13:45:10.971490,1770039910971,0.530000,0.550000,0.540000,0.450000,0.460000,0.455000,889.0
2026-02-02T13:45:11.971781,1770039911971,0.540000,0.560000,0.550000,0.450000,0.460000,0.455000,888.0
2026-02-02T13:45:12.972051,1770039912972,0.550000,0.560000,0.555000,0.440000,0.450000,0.445000,887.0
2026-02-02T13:45:13.972310,1770039913972,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,886.0
2026-02-02T13:45:14.972602,1770039914972,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,885.0
2026-02-02T13:45:15.972948,1770039915972,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,884.0
2026-02-02T13:45:16.973243,1770039916973,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,883.0
2026-02-02T13:45:17.973489,1770039917973,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,882.0
2026-02-02T13:45:18.973725,1770039918973,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,881.0
2026-02-02T13:45:19.974001,1770039919974,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,880.0
2026-02-02T13:45:20.974324,1770039920974,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,879.0
2026-02-02T13:45:21.974645,1770039921974,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,878.0
2026-02-02T13:45:22.974933,1770039922974,0.570000,0.580000,0.575000,0.420000,0.430000,0.425000,877.0
2026-02-02T13:45:23.975188,1770039923975,0.580000,0.590000,0.585000,0.420000,0.430000,0.425000,876.0
2026-02-02T13:45:24.975604,1770039924975,0.580000,0.590000,0.585000,0.410000,0.420000,0.415000,875.0
2026-02-02T13:45:25.975881,1770039925975,0.580000,0.590000,0.585000,0.410000,0.420000,0.415000,874.0
2026-02-02T13:45:26.976097,1770039926976,0.590000,0.600000,0.595000,0.400000,0.410000,0.405000,873.0
2026-02-02T13:45:27.976372,1770039927976,0.590000,0.600000,0.595000,0.400000,0.410000,0.405000,872.0
2026-02-02T13:45:28.976695,1770039928976,0.590000,0.600000,0.595000,0.400000,0.410000,0.405000,871.0
2026-02-02T13:45:29.976948,1770039929976,0.590000,0.600000,0.595000,0.400000,0.410000,0.405000,870.0
2026-02-02T13:45:30.977279,1770039930977,0.590000,0.600000,0.595000,0.400000,0.410000,0.405000,869.0
2026-02-02T13:45:31.977577,1770039931977,0.570000,0.580000,0.575000,0.420000,0.430000,0.425000,868.0
2026-02-02T13:45:32.977830,1770039932977,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,867.0
2026-02-02T13:45:33.978091,1770039933978,0.580000,0.590000,0.585000,0.410000,0.420000,0.415000,866.0
2026-02-02T13:45:34.978358,1770039934978,0.580000,0.590000,0.585000,0.410000,0.420000,0.415000,865.0
2026-02-02T13:45:35.978690,1770039935978,0.580000,0.590000,0.585000,0.410000,0.420000,0.415000,864.0
2026-02-02T13:45:36.978956,1770039936978,0.580000,0.590000,0.585000,0.410000,0.420000,0.415000,863.0
2026-02-02T13:45:37.979242,1770039937979,0.570000,0.580000,0.575000,0.420000,0.430000,0.425000,862.0
2026-02-02T13:45:38.979578,1770039938979,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,861.0
2026-02-02T13:45:39.979833,1770039939979,0.550000,0.560000,0.555000,0.440000,0.450000,0.445000,860.0
2026-02-02T13:45:40.980105,1770039940980,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,859.0
2026-02-02T13:45:41.980432,1770039941980,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,858.0
2026-02-02T13:45:42.980705,1770039942980,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,857.0
2026-02-02T13:45:43.980957,1770039943980,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,856.0
2026-02-02T13:45:44.981216,1770039944981,0.560000,0.570000,0.565000,0.430000,0.440000,0.435000,855.0
2026-02-02T13:45:45.981495,1770039945981,0.570000,0.580000,0.575000,0.430000,0.440000,0.435000,854.0
2026-02-02T13:45:46.981758,1770039946981,0.560000,0.580000,0.570000,0.420000,0.430000,0.425000,853.0
2026-02-02T13:45:47.982059,1770039947982,0.560000,0.560000,0.560000,0.430000,0.440000,0.435000,852.0
2026-02-02T13:45:48.982305,1770039948982,0.540000,0.550000,0.545000,0.440000,0.450000,0.445000,851.0
2026-02-02T13:45:49.982617,1770039949982,0.520000,0.530000,0.525000,0.450000,0.480000,0.465000,850.0
2026-02-02T13:45:50.982873,1770039950982,0.520000,0.530000,0.525000,0.470000,0.480000,0.475000,849.0
2026-02-02T13:45:51.983189,1770039951983,0.520000,0.530000,0.525000,0.470000,0.480000,0.475000,848.0
2026-02-02T13:45:52.983480,1770039952983,0.520000,0.530000,0.525000,0.470000,0.480000,0.475000,847.0
2026-02-02T13:45:53.983738,1770039953983,0.520000,0.530000,0.525000,0.470000,0.480000,0.475000,846.0
2026-02-02T13:45:54.984037,1770039954984,0.520000,0.530000,0.525000,0.470000,0.480000,0.475000,845.0
2026-02-02T13:45:55.984341,1770039955984,0.520000,0.530000,0.525000,0.470000,0.480000,0.475000,844.0
2026-02-02T13:45:56.984638,1770039956984,0.520000,0.530000,0.525000,0.470000,0.480000,0.475000,843.0
2026-02-02T13:45:57.984921,1770039957984,0.540000,0.550000,0.545000,0.470000,0.480000,0.475000,842.0
2026-02-02T13:45:58.985210,1770039958985,0.540000,0.550000,0.545000,0.450000,0.460000,0.455000,841.0
2026-02-02T13:45:59.985458,1770039959985,0.540000,0.550000,0.545000,0.450000,0.460000,0.455000,840.0
2026-02-02T13:46:00.985733,1770039960985,0.540000,0.550000,0.545000,0.450000,0.460000,0.455000,839.0
2026-02-02T13:46:01.986133,1770039961986,0.540000,0.550000,0.545000,0.450000,0.460000,0.455000,838.0
2026-02-02T13:46:02.986463,1770039962986,0.510000,0.520000,0.515000,0.480000,0.490000,0.485000,837.0
2026-02-02T13:46:03.986743,1770039963986,0.510000,0.530000,0.520000,0.480000,0.490000,0.485000,836.0
2026-02-02T13:46:04.987053,1770039964987,0.520000,0.530000,0.525000,0.470000,0.480000,0.475000,835.0
2026-02-02T13:46:05.987306,1770039965987,0.510000,0.520000,0.515000,0.480000,0.490000,0.485000,834.0
2026-02-02T13:46:06.987641,1770039966987,0.510000,0.520000,0.515000,0.480000,0.490000,0.485000,833.0
2026-02-02T13:46:07.987902,1770039967987,0.500000,0.510000,0.505000,0.490000,0.500000,0.495000,832.0
2026-02-02T13:46:08.988174,1770039968988,0.500000,0.510000,0.505000,0.490000,0.500000,0.495000,831.0
2026-02-02T13:46:09.988420,1770039969988,0.500000,0.510000,0.505000,0.490000,0.500000,0.495000,830.0
2026-02-02T13:46:10.988684,1770039970988,0.500000,0.510000,0.505000,0.490000,0.500000,0.495000,829.0
2026-02-02T13:46:11.988967,1770039971988,0.500000,0.510000,0.505000,0.490000,0.500000,0.495000,828.0
2026-02-02T13:46:12.989232,1770039972989,0.500000,0.510000,0.505000,0.490000,0.500000,0.495000,827.0
2026-02-02T13:46:13.989515,1770039973989,0.500000,0.510000,0.505000,0.490000,0.500000,0.495000,826.0
2026-02-02T13:46:14.989798,1770039974989,0.500000,0.510000,0.505000,0.490000,0.500000,0.495000,825.0
2026-02-02T13:46:15.990105,1770039975990,0.490000,0.500000,0.495000,0.500000,0.510000,0.505000,824.0
2026-02-02T13:46:16.990371,1770039976990,0.490000,0.490000,0.490000,0.510000,0.520000,0.515000,823.0
2026-02-02T13:46:17.990646,1770039977990,0.480000,0.490000,0.485000,0.510000,0.520000,0.515000,822.0
2026-02-02T13:46:18.990980,1770039978990,0.480000,0.490000,0.485000,0.510000,0.520000,0.515000,821.0
